SLIMECOUNT	$0000162b
TA_R_BU_6_F	$00000000
TA_BAZOOKA2_F	$00000000
TA_R_BU_7_F	$00000000
TA_BARRIER_F	$00000000
TA_B_HOLL_F	$00000000
TA_PARA_0_F	$00000000
TA_S_FISH_F	$00000000
TA_PARA_1_F	$00000000
TA_WIRESPACEBAR_F	$00000000
TA_SQUARE_F1	$00000000
TA_SQUARE_F2	$00000000
TA_SQUARE_F3	$00000000
TA_SQUARE_F4	$00000000
TA_SQUARE_F5	$00000000
TA_OLD_TYPE_F	$00000000
TA_WALL1_S1_F	$00000000
TA_S_DOOR_F	$00000000
TA_BLTUNNELFACE_F	$00000000
TA_BMTUNNELFACE_F	$00000000
TA_BSHIPEXITFACE_F	$00000000
TA_KICHI_0_F	$00000000
TA_KICHI_1_F	$00000000
TA_KICHI_2_F	$00000000
TA_MINE_2_F	$00000000
TA_OLD_TYPP_F	$00000000
TA_KICHI_3_F	$00000000
TA_EXIT_0_F	$00000000
TA_KICHI_4_F	$00000000
TA_EXIT_1_F	$00000000
TA_EXIT_2_F	$00000000
TA_HOU_L_S_F	$00000000
TA_ITEM_0_F	$00000000
TA_BULGE_F	$00000000
TA_MY_BIRD_F	$00000000
TA_MY_DEMO_F	$00000000
TA_BOSS_F_8A_F	$00000000
TA_ITEM_3_F	$00000000
TA_ITEM_4_F	$00000000
TA_ITEM_5_F	$00000000
TA_BOSS_F_9A_F	$00000000
TA_ITEM_6_F	$00000000
TA_ITEM_7_F	$00000000
TA_RIPAIR_W_F	$00000000
TA_LFDIE_F	$00000000
TA_BOU_0_F	$00000000
TA_BOU_1_F	$00000000
TA_HOU_R_S_F	$00000000
TA_EXPL_4_F	$00000000
TA_SHIELDR_F	$00000000
TA_IRIS_1_F	$00000000
TA_EXPL_6_F	$00000000
TA_TXSQUARE_F	$00000000
TA_EXPL_8_F	$00000000
TA_CAMELEON_F	$00000000
TA_CARRIER_F	$00000000
TA_C_MISS_F	$00000000
TA_MYSHIP_4_F	$00000000
TA_STONE_0_F	$00000000
TA_TUNNEL_0_F	$00000000
TA_MYSHIP_B_F	$00000000
T_ARCH_0_P	$00000000
TA_TUNNEL_4_F	$00000000
TA_FACE_0_F	$00000000
TA_BASE_0_F	$00000000
TA_BASE_1_F	$00000000
TA_FACE_1_F	$00000000
TA_BIG_BIRD_F	$00000000
TA_TUNNEL_6_F	$00000000
TA_TUNNEL_7_F	$00000000
TA_SAUSHAD_F	$00000000
TA_LASER_0_F	$00000000
TA_TUNNEL_8_F	$00000000
TA_TOWER_2_F	$00000000
TA_F_FISH_F	$00000000
TA_MYSHIP_L_F	$00000000
TA_COLONY_3L_F	$00000000
TA_COLONY3L_F	$00000000
TA_MYSHIP_R_F	$00000000
TA_BIG_GATE_F	$00000000
TA_HYPER2_F	$00000000
TA_HYPER3_F	$00000000
TA_HYPER4_F	$00000000
TA_FACE_B_F	$00000000
TA_COLONY3R_F	$00000000
TA_BOLL_F	$00000000
TA_KAMIKAZE_F	$00000000
TA_HELI_F	$00000000
TA_PETECUBE_F	$00000000
TA_SHIP_0_0_F	$00000000
TA_BAZOOKA_F	$00000000
TA_LEAF_F	$00000000
TA_WALKER_0_F	$00000000
TA_LBLACKFACE_F	$00000000
TA_WALKER_2_F	$00000000
TA_PIPE_0_F	$00000000
TA_PIPE_1_F	$00000000
TA_PIPE_2_F	$00000000
TA_PIPE_3_F	$00000000
TA_PIPE_4_F	$00000000
TA_PIPE_5_F	$00000000
TA_PIPE_6_F	$00000000
TA_S_TANK_0_F	$00000000
TA_PIPE_8_F	$00000000
TA_PIPE_9_F	$00000000
TA_TANK_1_F	$00000000
TA_TANK_2_F	$00000000
TA_HOU_3_F	$00000000
TA_HOU_4_F	$00000000
TA_HOU_5_F	$00000000
TA_BU_0_F	$00000000
TA_BU_1_F	$00000000
TA_BU_2_F	$00000000
TA_NECK_F	$00000000
TA_BU_3_F	$00000000
TA_BU_4_F	$00000000
TA_BU_5_F	$00000000
TA_BU_6_F	$00000000
TA_BU_7_F	$00000000
TA_WALKER_L_F	$00000000
TA_SEA_0_F	$00000000
TA_SNAKE_0_F	$00000000
TA_MARK_F	$00000000
TA_SNAKE_1_F	$00000000
TA_SNAKE_2_F	$00000000
TA_SHIP_1_S_F	$00000000
TA_SNAKE_3_F	$00000000
TA_SNAKE_4_F	$00000000
TA_WALKER_R_F	$00000000
TA_F_DRAGON_F	$00000000
T_AIR_1_P	$00000000
TA_COLONY_0_F	$00000000
TA_COLONY_1_F	$00000000
TA_COLONY_2_F	$00000000
TA_LINE_F	$00000000
TA_SHIP_3_S_F	$00000000
TA_HOU_L_F	$00000000
TA_SHIP_4_S_F	$00000000
TA_CORE_1_0_F	$00000000
TA_CORE_1_1_F	$00000000
TA_HOU_R_F	$00000000
TA_ARM_F	$00000000
TA_SHIP_5_S_F	$00000000
TA_SHARK_F	$00000000
TA_IKA_F	$00000000
TA_HYPER_F	$00000000
TA_PILON_F	$00000000
TA_IRIS_F	$00000000
TA_SHRAP1_F	$00000000
TA_PILLAR3S_F	$00000000
TA_OPEN_L_F	$00000000
TA_PILLAR4S_F	$00000000
TA_ROUND_0S_F	$00000000
TA_WALL1_F	$00000000
TA_POLE_0_F	$00000000
TA_BASE_0_0_F	$00000000
TA_SHIP_1_F	$00000000
TA_FACE_0_1_F	$00000000
TA_BASE_0_1_F	$00000000
TA_SHIP_3_F	$00000000
TA_SHIP_4_F	$00000000
TA_RAY_0_F	$00000000
TA_SHIP_5_F	$00000000
TA_RAY_1_F	$00000000
TA_ARCH_0_F	$00000000
TA_WALK_4_0_F	$00000000
TA_SHIPS_F	$00000000
TA_AMISSILE_F	$00000000
T_AMISSILE_P	$00000000
TA_WALL_0_F	$00000000
TA_WALL_1_F	$00000000
TA_WALL_2_F	$00000000
TA_WALL_3_F	$00000000
TA_WHALE_F	$00000000
TA_WALL_4_F	$00000000
TA_WALL_5_F	$00000000
TA_WALL_6_F	$00000000
TA_WALL_7_F	$00000000
TA_OP_0_F	$00000000
TA_ROBOT_0_F	$00000000
TA_OP_1_F	$00000000
TA_BAZZ_1_F	$00000000
TA_OP_2_F	$00000000
TA_HOUDAI_0_F	$00000000
TA_HOUDAI_1_F	$00000000
TA_RADER_0_F	$00000000
TA_BAZZ_1P_F	$00000000
CONTROLSSCREENPAL	$00000000
CONT_FLYMODE	$00000002
CONTEXIT	$007ea0e6
CONT0	$00001290
CONT1	$00001294
BOU_0	$0000c503
BOU_1	$0000c51f
CONT_GAMEFLAGSON	$00000020
CONT0L	$0000128f
CONT1L	$00001293
GERMAN	$00000000
CONTL0	$00001292
CONTL1	$00001296
BOU_1B	$0000c53b
CONTSMART	$00001ade
CONT_GAMEFLAGSOFF	$00000000
CONT_MAXX	$00000000
CONT_MAXY	$ffffffce
BOUNCYBALL	$0000974c
CONT_MINX	$00000000
CONT_MINY	$ffffffce
CONSOLEFRAMERATE	$0000003c
CONTL0L	$00001291
CONTL1L	$00001295
ONCEWIPE	$007ef13e
REGS	$00003000
CONT_VIEWCY	$ffffffce
CONT_MMAXX	$00000000
CONT_MMAXY	$ffffffce
CONT_MISSBOUNDFLAGS	$00000000
CONT_MMINX	$00000000
CONT_PMOVELIMITAND	$00000000
CONVERTROUTE	$0003c63a
BOUNCYBALL_A1	$0003880f
CONTCANCEL	$0024846e
CONTTRANS	$0024877b
CONTSPRITES	$00248626
CONTTRAINING	$002484bc
BOUNCYBALL_C	$00038534
CONTIRQBIT3	$007e396b
CONVERTADDR	$0003c0d0
CONT1_6	$000dbbaf
CONT3_7	$0005be2c
CONTMAP	$000df8d8
NOCOLLANIM0_ISTRAT	$0021873a
NOCOLL_ISTRAT	$00218741
FOGDIST	$000007d0
FOG_STRAT	$000a87e2
BOU_0	$00108000
BOU_1	$00108000
BOU_1B_F	$0010f65c
BOU_0_F1	$0010f600
BOU_1_F1	$0010f63b
BOU_1B	$00108000
BOU_1B_F1	$0010f667
BOUNCYBALL	$0011edb4
BOU_0_F	$0010f5f5
BOU_1_F	$0010f630
BOU_0_P	$0010f5e6
BOU_1_P	$0010f621
SQUARE_F	$0011f0c0
SQUARE_P	$0011f0d4
SQUARE_F1	$0011f0ca
SQUARE_F2	$0011f0ca
SQUARE_F3	$0011f0ca
SQUARE_F4	$0011f0ca
SQUARE_F5	$0011f0ca
SQUARE_F6	$0011f0ca
XPWIRESPACEBARROTY	$0000c82f
XPWIRESPACEBAR	$0000c7f7
PHENTAI_FAL.MOVE_LEFT	$0004dae7
PHENTAI_FAL	$0004daae
PHENTAI_FRO	$0004da69
PHENTAI_RAB	$0004da6e
PHENTAI_DAMY	$0004da73
PHENTAI_FAL.HENTAI_INIT	$0004dab6
XPWIRESPACEBARROTY	$00118000
XPWIRESPACEBAR	$00118000
MWIREEXIT	$0000a93b
MWINDRAWLINE	$0001d6f8
MWINSWPLST	$0001d753
MWIPEFILL_CIRCLE	$00000106
MWIBBLETUNNEL	$0006bf2a
MWIREEXIT_P	$000e988a
MWIREEXIT	$000e8000
MWIPEFILL	$001486a4
MWINBASE	$00148000
FLINGBOSS	$0000a18e
RDIOR	$00004213
LFIREBALL	$00009618
FLIPFLAG	$00000085
CLROTHERHALF_L	$0002d812
CLRONEHALF_L	$0002d802
FILLSCREEN_CIRCLE	$00000001
DRILL_ISTRAT.LAUNCHWEB	$0009dd0e
FLING	$0009aa4b
FLING.MAKEOBJ	$0009ae31
FLINGBOSSAP	$00000020
FLINGBOSS_ISTRAT	$0009aa4b
FLING.POSITIONAL	$0009aed0
DRILL_ISTRAT	$0009da71
FLING.COPYROTS_YX	$0009af67
FLINGBOSS1HP	$00000018
FLINGBOSS2HP	$00000050
FLINGBOSS	$000c8000
LFIREBALL	$0011edb4
MYBASE_SCALE	$00000003
BMYSHIP_4	$0000bb47
BMYSHIP_B	$0000bc27
BMYSHIP_L	$0000bbb7
BMYSHIP_R	$0000bbef
MYBASE_0	$0000c5c7
MYBASE_1	$0000c5e3
BMYSHIP_4	$0011f0e6
BMYSHIP_B	$0011f0e6
BMYSHIP_L	$0011f0e6
BMYSHIP_R	$0011f0e6
MYBASE_0	$00118000
MYBASE_1	$00118000
MYBASE_0_EBSP	$001184d1
MYBASE_0_F1	$001182db
MYBASE_1_F1	$001184e6
MYBASE_0_F	$00118249
MYBASE_1_F	$001184e1
MYBASE_0_P	$001181b1
MYBASE_1_P	$001184d2
PY1	$00000034
MMP20	$000196eb
MMP21	$00019704
MMPC1	$00019686
MMPC2	$000196e2
MMP2X	$00019713
MMP0	$000196a1
MMP1	$000196ba
MMP2	$0001967d
MMPX	$000196c9
VOBJ_BASE	$00006800
KELLOGS	$0000cf9f
FVEC1	$001fc742
FVEC2	$001fc797
KDOOR_ISTRAT	$0004f91f
KDOOR2_ISTRAT	$0004f919
KELLOGS	$000cec42
SGENSPARK_SROU_L	$000bac4a
SGENSPARK_SROU	$000bac4e
MSKIPTEX2	$00018dcb
MSKIPTEX	$00018e36
P_V	$00000040
HUDROT	$0000154e
M_VCR	$0000303b
M_VIEWPOSX	$007000c6
M_VIEWPOSY	$007000c8
M_VIEWPOSZ	$007000ca
M_VIEWROTX	$007000cc
M_VIEWROTY	$007000ce
M_VIEWROTZ	$007000d0
M_VISTAB	$00701866
M_VANISHX	$00700034
M_VANISHY	$00700036
OCODE1	$00000012
OCODE2	$00000014
T_KAMI_S_P	$00000000
T_KICHI_0_P	$00000000
T_KICHI_1_P	$00000000
T_KICHI_2_P	$00000000
T_KICHI_3_P	$00000000
T_KICHI_4_P	$00000000
MDMAEN	$0000420b
T_KAMIKAZE_P	$00000000
NOMAXBG2YSCROLL	$00001557
JUMP0AP	$00000004
JUMP1AP	$00000008
JUMP0HP	$00000002
JUMP1HP	$ffffffff
MNORMALISE16	$000180c5
MONSCREENOBJ	$00000001
NOMOREMES	$0003d331
NOMCOL	$00218a92
MNOGRAD	$0006be56
MONOLITHPART_ISTRAT	$0007fa99
MONOLITHPART_SROU	$0007f3e8
MONOLITH_ISTRAT	$0007dea1
MONOLITHEXP_ISTRAT	$0007f1de
MONOLITHPARTL_ISTRAT	$0007fa8f
MONOLITHPART_STRAT	$0007fb38
MONOLITHCOL_ISTRAT	$0007f168
MONOLITH_STRAT	$0007df0c
JUMP0_ISTRAT	$0008bfac
JUMP0_STRAT	$0008bfe2
JUMP1_ISTRAT	$0008bf82
JUMP0A_STRAT	$0008c015
JUMP0A_INIT	$0008bfff
JUMPTOSTATE_L	$0009c023
DISPBUF	$000016f2
DIST1	$000000c8
DISABLEWINDOW	$0003bade
SIDEVEC1	$001fc671
SIDEVEC2	$001fc6c6
SIDEVECS_L	$001fc5fc
DIST1SND	$000000fa
DIST2SND	$0000028a
DIST3SND	$0000047e
DISPLAY_PWORD1	$0004dc95
CLSHIPGNDC_ISTRAT	$00068327
CLSHIPDIVEA_ISTRAT	$00068c19
CLSHIPUNDERC_ISTRAT	$000691cb
CLSHIPDIVEA_STRAT	$00068c39
CLSHIPDIVEB_ISTRAT	$00068cec
CLSHIPDIVEB_STRAT	$00068d0c
CLSHIPTURNA_STRAT	$0006880b
CLSHIPDIVEC_STRAT	$00068ddf
CLSHIPTURNA_ISTRAT	$000687c7
CLSHIPDIVEC_ISTRAT	$00068dbf
CLSHIPBOOST_STRAT	$00068453
CLSHIPTURNB_STRAT	$0006886a
CLSHIPBRIDGEBOOST_STRAT	$00068bb3
CLSHIPCHASEBOOST_STRAT	$000690b4
CLSHIPUNDERBOOST_STRAT	$000692dd
CLSHIP_CONT	$000686a3
CLSHIPTURNC_STRAT	$000688bc
CLSHIPBRIDGEBOOST_ISTRAT	$00068b9e
CLSHIPBOOST_ISTRAT	$0006840e
CLSHIPDIVEBOOST_ISTRAT	$00068ef9
CLSHIPUNDERBOOST_ISTRAT	$000692c6
CLSHIPTURNB_ISTRAT	$00068826
CLSHIPTURN2_ISTRAT	$000689a5
CLSHIPCHASEBOOST_ISTRAT	$0006909f
CLSHIPDIVE_CONT2	$00068ed6
CLSHIPTURN2_CONT	$000689e8
CLSHIPTURNC_ISTRAT	$00068885
CLSHIPCHASEA_ISTRAT	$00068f04
CLSHIPCHASEB_ISTRAT	$00068f57
CLSHIPTURN_CONT	$000688e5
CLSHIPWARPA_ISTRAT	$000680fe
CLSHIPEARTHA_ISTRAT	$0006848f
CLSHIPCHASEC_ISTRAT	$00068faa
CLSHIPBRIDGEA_STRAT	$00068a2d
CLSHIPBRIDGE_CONT	$00068af4
CLSHIPGND_CONT	$00068372
CLSHIPWARPB_ISTRAT	$0006814c
CLSHIPEARTHB_ISTRAT	$000684f3
CLSHIPBRIDGEB_STRAT	$00068a80
CLSHIPGNDA_STRAT	$000682af
CLSHIPBRIDGEC_STRAT	$00068acb
CLSHIPUNDERA_STRAT	$00069145
CLSHIPWARP_CONT	$000681e9
CLSHIPWARPC_ISTRAT	$0006819a
CLSHIPEARTHC_ISTRAT	$00068557
CLSHIPGNDB_STRAT	$000682fe
CLSHIPUNDERB_STRAT	$000691a2
CLSHIPGNDC_STRAT	$00068349
CLSHIPUNDERC_STRAT	$000691f3
CLSHIPBOOSTNOSND_ISTRAT	$00068414
CLSHIPDIVE_CONT	$00068e68
CLSHIPSHIPA_ISTRAT	$000685b7
CLSHIP1_ISTRAT	$000685c1
CLSHIPTURN2_STRAT	$000689c6
CLSHIPCHASEA_STRAT	$00068f2e
CLSHIPTURN_ISTRAT	$0006896e
CLSHIPSHIPB_ISTRAT	$00068607
CLSHIP2_ISTRAT	$00068611
CLSHIPCHASEB_STRAT	$00068f81
CLSHIPWARPA_STRAT	$00068131
CLSHIPEARTHA_STRAT	$000684c6
CLSHIPCHASEC_STRAT	$00068fcc
CLSHIPCHASE_CONT	$00068ff5
CLSHIPSHIPC_ISTRAT	$00068657
CLSHIPBRIDGEA_ISTRAT	$00068a03
CLSHIP3_ISTRAT	$00068661
CLSHIPWARPB_STRAT	$0006817f
CLSHIPEARTHB_STRAT	$0006852a
CLSHIPWARPC_STRAT	$000681c0
CLSHIPEARTHC_STRAT	$0006858a
CLSHIPBRIDGEB_ISTRAT	$00068a56
CLSHIP1_STRAT	$000685de
CLSHIPGNDA_ISTRAT	$00068289
CLSHIPBRIDGEC_ISTRAT	$00068aa9
CLSHIPUNDERA_ISTRAT	$00069111
CLSHIP2_STRAT	$0006862e
CLSHIPTURN_STRAT	$0006897f
CLSHIP3_STRAT	$0006867a
CLSHIPUNDER_CONT	$0006921c
CLSHIPGNDB_ISTRAT	$000682d8
CLSHIPUNDERB_ISTRAT	$0006916e
DISTANTFLY_ISTRAT	$00098311
SYWIRESPACEBAR	$0000c97f
SYWIRESPACEBAR	$00118000
SHRAP1	$0000ae97
SPILLAR2	$0000bf6f
SPINPLANETS	$0003baad
ISPR	$0003d411
SPILLAR2_COL1	$007e73f8
SH2	$fffffffe
SPINSPACEBAR_STRAT	$000acf92
SPINSPACEBAR_ISTRAT	$000acf73
SHRAPNEL_SROU_L	$000ba7ce
SHRAPFALL2_ISTRAT	$000ba8d9
SHRAPFALL_STRAT	$002893dd
SHRAPNEL_SROU	$000ba7d2
SHRAPFALL_ISTRAT	$0028937c
SHRAP1_EBSP	$000ecb6b
SHRAP1	$000e8000
SHRAP1_F1	$000ecb19
SHRAP1_F3	$000ecb24
SHRAP1_F4	$000ecb38
SHRAP1_F6	$000ecb43
SHRAP1_F7	$000ecb57
SHRAP1_F	$000ecaeb
SHRAP1_P	$000ecac4
SPIECE_F1	$0010db78
SPILLAR2_F1	$0010ad40
SPIECE_F	$0010db70
SPIECE_P	$0010db64
SPILLAR2_F	$0010ad2f
SPILLAR2_P	$0010ac37
SPILLAR2	$00108000
WOBJLOG	$0000212b
WOBJSEL	$00002125
WOBBLE_STRAT	$00098fce
RSND	$00001a4e
STRAT_VALID	$00001554
STRATOBJ_POSX	$0000159e
STRATOBJ_POSY	$000015a0
STRATOBJ_POSZ	$000015a2
XSOLIDSPACEBAR	$0000c7db
STRATFLAGS	$0000155d
STRATLP	$0002d6f6
STRATDEBUG_L	$001fbdb0
STRATSFROZEN	$0002d5f4
STRATDONE1	$00218bc8
STRATDONE2	$00218be0
STRATS_START	$000beba1
STRAIGHT_STRAT	$000b8cfc
STRAIGHT_ISTRAT	$000b8cdd
XSOLIDSPACEBAR	$00118000
GETBUF	$000016dd
GETVIEW_L	$0002f497
GETVIEWRTS	$0002f6ba
GET_ANYMOBJ	$001fc864
GET_ANYOBJ	$001fc819
GETABOSS	$001fe45b
GETCONT0	$007e3e9d
GETPARAM1	$0004a36c
GETPARAM2	$0004a378
GETPARAM3	$0004a384
GETPARAM4	$0004a390
GETPARAM5	$0004a39c
GETPARAM6	$0004a3a8
GETPARAM7	$0004a3b4
GETPARAM8	$0004a3c0
GETPARAM9	$0004a3cc
GETPARAM10	$0004a3d8
GETPARAM11	$0004a3e4
GETPARAM12	$0004a3f0
GETPARAM13	$0004a3fc
GETPARAM14	$0004a408
GETPARAM15	$0004a414
GETBOSSACUPCHILD_SROU	$0007a897
MRCOLOUR	$000016ef
MCROTMATZXY16	$0001829f
MCROTWMATZXY16	$00018295
MFIRE1_ISTRAT	$0007f984
MFIRE1_STRAT	$0007fa10
MFIRE1EXP_ISTRAT	$0007fa20
MFIRE1AP	$00000008
MFIRE1HP	$00000002
MFIRE1A_ISTRAT	$0007f968
MFIRE1_ICONT	$0007f9b3
PTOMSET	$0004adfe
PTOMSET1	$0004ae83
PTOMSET2	$0004ae88
PTOMSET3	$0004ae8c
PTOTUMSG	$0004c2e8
PTOTAL	$0004ec57
PTOW_0	$0004df0a
PTOW_1	$0004df41
PTOMSET2.TOMSET2_0	$0004ae8a
PTOMSET3.TOMUP_1	$0004aecb
PTOMHAHA	$0004ade1
PTOTALN	$0004ec72
TOPRIGHT1_ISTRAT	$0009f727
TOPLEFT1_ISTRAT	$0009f733
IRQTOGGLE	$000000ec
IRQ_VE	$0000d12b
IRQPLANETS	$007e359c
IRQBLANK	$007e3b7a
IRQPLANETS2	$007e3476
IRQBIT1	$007e3b83
IRQBIT2	$007e3bcc
IRQBIT3	$007e3c30
IRQRAND	$007e40f3
IRQBIT1.JMPIN	$007e3b89
IRQBIT2.JMPIN	$007e3bdd
IRQSETMODE1	$007e324c
IRQSETMODE2	$007e32bc
IRQCODE_L	$007e321f
MQ_SIZE	$00008007
MQ_STRAT	$00008006
MQ_SIZEOF	$00000007
MQ_X	$00008002
MQ_Y	$00008003
MQ_Z	$00008004
MQ_SHAPE	$00008005
OLDVIEWPOSZ	$0000174a
PCOLLOBJ_B	$000015ec
PCOLLOBJ_LW	$000015e8
PCOLLOBJ_RW	$000015ea
PCOLB	$00009490
LEL	$00000032
COP_VE	$0000d12b
COP_VN	$0000d12b
PCOLLW	$00009474
PCOLRW	$00009474
OLDTOTALFILES	$00000064
OLD_TYPE	$0000ce33
OLD_TYPP	$0000ce4f
COPYCHAR	$0003c093
COPYCHARS_L	$0003adb3
COPY_TO_0101_L	$001fde69
BOXHIT	$007e572b
COP	$007e4f74
COPYLIGHT	$0003ba2f
COPYFOXSPRITES	$0003dd80
OLDCOMET	$00000050
COPYFOX	$0003baf2
COPYWH0WH1	$0002dc73
PCOIN	$0004e61c
PCOINEXPLODE.COIN	$0004e6b9
PCOINEXPLODE	$0004e6b1
HERE12	$00098000
COPYPOS_YX	$00098000
PCOLB_STRAT	$000baee4
PCOLB_ISTRAT	$000bae5e
PCOLRW_STRAT	$000bb4a8
PCOLRW_ISTRAT	$000bb3a6
PCOLBEXP_ISTRAT	$000bafb5
PCOLLW_ISTRAT	$000bb0fc
PCOLLW_STRAT	$000bb1fe
OLD_TYPE_F	$0011d15e
OLD_TYPE_P	$0011d120
OLD_TYPP_F	$0011d415
OLD_TYPP_P	$0011d3d7
OLD_TYPE_F1	$0011d220
OLD_TYPE_F3	$0011d22c
OLD_TYPE_F5	$0011d238
OLD_TYPE_F7	$0011d243
OLD_TYPE_F9	$0011d24e
PCOLB	$0011edb4
OLD_TYPP_F1	$0011d461
OLD_TYPP_F3	$0011d46c
OLD_TYPP_F4	$0011d4a5
OLD_TYPP_F6	$0011d4b1
OLD_TYPP_F7	$0011d4d7
OLD_TYPE_F10	$0011d2fe
OLD_TYPE_F11	$0011d308
OLD_TYPE_F12	$0011d312
OLD_TYPE_F13	$0011d324
OLD_TYPE_F21	$0011d350
OLD_TYPE_F15	$0011d32f
OLD_TYPE_F23	$0011d35b
OLD_TYPE_F17	$0011d33a
OLD_TYPE_F24	$0011d371
OLD_TYPE_F25	$0011d385
OLD_TYPE_F19	$0011d345
OLD_TYPE_F26	$0011d399
PCOLLW	$0011edb4
PCOLRW	$0011edb4
OLD_TYPE_EBSP	$0011d3d6
OLD_TYPE	$00118000
OLD_TYPP	$00118000
OLD_TYPP_EBSP	$0011d521
INVIEWLASERYOFF	$00000032
INVIEWDIST	$0000003c
KCVPOSX	$00001ad8
KCVPOSY	$00001ada
KCVPOSZ	$00001adc
T_UPER_M_P	$00000000
T_UP1_MAN_P	$00000000
T_UP_DOOR_P	$00000000
NOWAITS	$00001808
EGUCHI1	$0004ba2b
EGUCHI2	$0004c52f
_PREV	$00000002
P_RELTOPLAYEROFF	$00000001
PR_CLISLA	$0004bd6d
P_REMOVE	$00000015
P_RETURN	$00000055
P_RIGHTOFPLAYER	$0000002d
P_RELTOPLAYERON	$00000000
P_RANDOMGOTO	$00000037
P_REMOVECHILD	$00000094
M_LIGHTX	$007000ee
M_LIGHTY	$007000f0
M_LIGHTZ	$007000f2
M_LXPOS	$007001aa
M_LYPOS	$007001ac
M_LZPOS	$007001ae
M_LASTLEN	$0070009a
M_LINEWID	$007000a4
M_LINETRN	$007000a2
M_LASTCHAR	$007000be
M_LINEWRAP	$00700094
M_LASTNUMCHARS	$0070009c
M_LX	$007001a4
M_LY	$007001a6
M_LZ	$007001a8
M_LASTSPACE	$00700098
M_LASTWIDTH	$007000a0
M_LASTTRANS	$0070009e
ML_COUNT	$00058005
ML_LOOP	$00058003
ML_SIZE	$00058006
MSCANEXIT	$0001a787
MSCANHLINE	$0001a787
MSCANSTART	$0001a66f
MSCRAMWIPE_CIRCLE	$0000010e
SMCO1SPR	$0003d33b
SMCO2SPR	$0003d343
SMCO3SPR	$0003d34b
SMCO4SPR	$0003d353
SMCO5SPR	$0003d35b
MSCALECHARS	$0014beda
MSCRAMWIPE	$00148000
F_DRAGON	$0000c787
F_DRA_1	$0000c7a3
F_DRAGON_EBSP	$001196dc
F_DRA_1_F	$00119807
F_DRA_1_P	$001196dd
F_DRAGON_F	$001194f8
F_DRAGON_P	$001193d1
F_DRA_1_F1	$00119849
F_DRA_1_F3	$00119854
F_DRA_1_F5	$00119860
F_DRA_1_F6	$0011986a
F_DRA_1_F7	$0011988a
F_DRA_1_F9	$00119896
F_DRAGON_F11	$0011960a
F_DRAGON_F12	$00119627
F_DRAGON_F14	$00119632
F_DRAGON_F15	$0011964f
F_DRAGON_F16	$00119690
F_DRAGON_F18	$0011969b
F_DRAGON	$00118000
F_DRAGON_F1	$00119592
F_DRAGON_F3	$0011959d
F_DRAGON_F4	$001195c3
F_DRAGON_F6	$001195ce
F_DRAGON_F7	$001195f4
F_DRAGON_F9	$001195ff
F_DRA_1	$00118000
F_DRA_1_EBSP	$001198db
F_DRA_1_F10	$001198bb
TOWER_2	$0000ac83
LCUBE	$0000baf3
INFOG	$00001807
INFBRAKE	$00000000
INFBOMBS	$00000000
LIGHTANGLE	$0000176f
INFBOOST	$00000000
TOWER_2A	$0000ac9f
TOW_1	$0000a5d7
TOW_0	$0000c4af
GF2_STRATFLAG1	$00000001
GF2_STRATFLAG2	$00000002
LIGHTX	$00001769
LIGHTY	$0000176b
LIGHTZ	$0000176d
GF2_VIEWCLOSE	$00000004
GF2_INGAME	$00000008
LIGHTSRC1	$0001917c
LIGHTSRC2	$00019185
FIND_OBJECT_L	$001fc7ed
FINDTARGET_L	$001fc7ed
FINIS1	$0002eb3b
FIND_SHAPE_L	$001fc969
FIND_NEAROBJECT_L	$001fc888
FIND_ANYNEAROBJECT_L	$001fc8d1
FIND_RADIUSOBJECT_L	$001fc902
FIND_ANYRADIUSOBJECT_L	$001fc93d
FINDNTARGET_L	$001fc888
FINALBOSSC0_A1	$000385bf
FINALBOSSC1_A1	$000385e8
FINALBOSSC2_A1	$00038611
FINALBOSSC3_A1	$0003863a
FINALBOSSC4_A1	$00038663
FINALBOSSC5_A1	$0003868c
TWOSPR	$0003d3a1
FINALBOSSC6_A1	$000386b5
FINALBOSSC7_A1	$000386de
FIND_MOBJECT_L	$001fc82f
FINALBOSS_C	$00038594
FIND_WINDOW_PRI_L	$0002d713
FIND_WINDOW_PRI	$0002d71d
BURNMARK_C	$0003852e
FINALMAP_CONT	$000dd221
FINAL_TUNNEL	$000dd207
FINALMAP_END	$000dd629
FINALMAP_RESTART	$000dd83e
TOW0EXPLODE_ISTRAT	$0006bd99
TOWER0_STRAT	$0008b184
TOWER0_ISTRAT	$0008b16e
NFINDEVAD	$0008bdc8
FIND_Y_L	$0009b1fb
FIND_SWORD1_L	$0009b213
FIND_ALPTR_L	$0009b1c3
TOWER_2	$000e8000
LCUBE	$0011f0e6
TOW_0_F	$0010ef7d
TOW_1_F	$000ceb01
TOW_0_P	$0010ef68
TOW_1_P	$000ceacf
TOWER_2A	$000e8000
TOW_1	$000c8000
TOW_0	$00108000
TOW_0_F1	$0010ef94
TOW_1_F1	$000ceb53
TOW_1_F3	$000ceb5f
TOW_1_F5	$000ceb6b
TOW_1_F6	$000cec2d
TOW_1_F7	$000cec37
TOW_1_EBSP	$000cec41
TOWER_2_F	$000eb510
TOWER_2_P	$000eb4df
LCUBE_P	$0011f155
TOWER_2_F1	$000eb515
SHELPBALL	$00009944
STBHMISSILE1_ISTRAT	$00219866
